date,district,marry_rate
109,石門區,3.17405850561894
109,八里區,5.272984156
109,平溪區,1.56075808249721
109,雙溪區,2.56814334909239
109,貢寮區,3.52718874658828
109,金山區,4.04486983514804
109,萬里區,4.08425496764719
110,板橋區,4.6205399580295
110,三重區,4.79233018581361
110,中和區,4.42647861269413
110,永和區,4.17653817019738
110,新莊區,5.0021681591026
110,新店區,5.05281585072311
110,樹林區,4.74036121990404
110,鶯歌區,5.54022923125053
110,三峽區,4.79960160730845
110,淡水區,5.24866001764027
110,汐止區,4.96798490664996
110,瑞芳區,4.20504088950804
110,土城區,4.96047385136655
110,蘆洲區,5.00068078575054
110,五股區,5.70205907688888
110,泰山區,4.73492746835362
110,林口區,5.51623138882109
110,深坑區,5.32
110,石碇區,3.72
110,坪林區,3.0
110,烏來區,6.24658389943
110,三芝區,3.56371249749426
110,石門區,4.76337493935518
110,八里區,5.53059973222888
110,平溪區,2.05549845837616
110,雙溪區,4.0711249476142
110,貢寮區,3.08800823468863
110,金山區,2.85911700936361
110,萬里區,4.58630593903456
